TIPO,DESCRIPCION,RAZON,GIRO,ENTIDAD,INCUMPLIMIENTO,RESULTADO
ZAPATOS,si cumple non.r,COPPEL  S.A. DE C.V.,TIENDA DEPARTAMENTAL,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,zapatos dama  modelo 5120 forro sintetico,CALZADO DE CAMPECHE  S.A. DE C.V. Y/O ZAPATERIA DIVENZA,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
WHISKY ESCOCES,exportado popr chivas brothers ltd,GRUPO KIMBERLEY  S.A. DE C.V. Y/O AQUA BAR & LOUNGE,BAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple calzado para dama marca leydi vandana,"IRMA DEL CARMEN SALAZAR PI�A  (ZAPATERIA ""YOLIS"")",ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,modelo 2-a hecho en mexico,ZAPACAMPE  S.A. DE C.V. ( ZAPATERIA 3 HERMANOS CENTRO ).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma zapatos para dama,ARANTZA ZAPATERIA Y/O GRUPO ARANTZA  S.A. DE C.V.,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple norma,LINEAS Y/O JULY A  S.A. DE C.V.,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS DE FERRETERIA,herramientas parque industrial,CONSTRU OREZA SA DE CV,MATERIALES PARA CONSTRUCCION,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CABLE (CONDUCTOR ELECTRICO),    cable 8 contactos si cumple,FERRECONSTRU SA DE CV,FERRETERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRICOS,desbrazadera electrica im�rtado por truper si cumple,SANTANDREU SA DE CV,MATERIALES PARA CONSTRUCCION,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,si cumple norma  pantalon  de caballero  con 80% de algodon y 20 % de�poliester si cumple norma..,POLO CLUB Y/O GRUPO NALAIM  S.A. DE C.V.,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ACCESORIOS P/ TELEFONO CELULAR,si cumple,DISTRIBUIDOR CELULAR DE LA ZONA CENTRO  S.A. DE C.V. Y/O MOBO SHOP,TELEFONIA CELULAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRODOMESTICOS,modelo rmt1951x,DISTRIBUIDORA DE MAQUINAS Y MUEBLES DE MERIDA  S.A. DE C.V. Y/O ULTRA HOGAR,ARTICULOS PARA EL HOGAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRODOMESTICOS,hecho en china numero   capacidad 16 k.,DISTRIBUIDORA DE MAQUINAS Y MUEBLES DE MERIDA  S.A. DE C.V. Y/O ULTRA HOGAR,ARTICULOS PARA EL HOGAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ARTICULOS ESCOLARES,si cumple norma,CONCEPCION FLORES ALCOCER (PAPELERIA SAN MARTIN),PAPELERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA,talla chica negro modelo dccdooos,OPERADORA LOB  S.A. DE C.V. (LOB),BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma talla 5 modelo 9701 forro textil,BEATRIZ EUGENIA SALAZAR PI�A (ZAPATERIA BETY'S).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma talla 29 estilo 52592,CALZADO DE CAMPECHE  S.A. DE C.V. Y/O ZAPATERIA DIVENZA,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,Calzado de Vestir para Caballero. Color Negro Marca Monarca. Talla 27. Hecho en M�xico. Forro Porcino. Corte Vacuno. Suela: Sintetica.,ZACAMPE  S.A. DE C.V. (ZAPATERIA TRES HERMANOS SUC.EDIFICIO SELEM).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,   Botas Industriales Marca Piletas. Color Negro. Talla 27. Hecho en M�xico  Corte Vacuno. Sin forro. Suela Sint�tica.,ZACAMPE  S.A. DE C.V. (ZAPATERIA TRES HERMANOS SUC.EDIFICIO SELEM).,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ROPA CABALLERO,  Camisa para Caballero. Marca: cuidado con el perro. Colo Gris.Talla Mediana. Hecho en China e importado por Auomotores Tripler SA de CV. Composici�n: 65% Poliester  35% algod�n  y cuenta con instrucciones de cuidado.,CUIDADO CON EL PERRO,BOUTIQUE,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS, Sandalia para dama; marca Jarking echnology. Modelo: 7790714. Hecho en M�xico. Jarking y Compa�ia SA de CV  RFC: JAR9305208.,GRUPO JARBUS  S.A. DE C.V. (JARKING),ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
SHORT,SHORT DEPORTIVOS DE VARIOS COLORES,GENY DE LOS A. NOCEDA MOGUEL Y/O ROPA  ZALZADO Y PLASTICO NOCEDA,ZAPATERIA,CAMPECHE,Carece de toda informacion comercial conforme a la norma,VISITA CON INFRACCION PRODUCTO INMOVILIZADO
ZAPATOS,ZAAPATOS CORTE SINTETICO FORRO INTETICO SUELA SINTETICO HECHO EN MEXICO  TALLA 25,CLAUDIA DEL CARMEN CETINA GOMEZ (YESS COLECCION),ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
REFRIGERADORES,FABRICADO POR IMABE BY MABE LEISER S. DE R.L. DE C.V. MODELO RMT154OV,DISTRIBUIDORA DE MAQUINAS Y MUEBLES DE MERIDA  S.A. DE C.V. (ULTRA HOGAR),ARTICULOS PARA EL HOGAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
APARATOS ELECTRONICOS,MODELO 40PEL4909IF8 FABRICADO POR D2F MEXICANA  S.A. DE C.V.HECHO EN MEXICO 40 PULG.,DISTRIBUIDORA DE MAQUINAS Y MUEBLES DE MERIDA  S.A. DE C.V. (ULTRA HOGAR),ARTICULOS PARA EL HOGAR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PLAYERAS,  playera talla mediana estampado marca hpc.,MILANO OPERADORA   S.A DE C.V.  Y/O  MILANO,PRENDAS DE VESTIR,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
ZAPATOS,si cumple norma zapato de plataforma corte cintetico  forro sintetico suela sintetica,SANDALIAS LEO Y/O MIRNA EDUVIJES YAM,ZAPATERIA,CAMPECHE,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,INES FERNANDEZ GRANADOS LOC.178,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,INES FERNANDEZ GRANADOS LOC.178,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MARGARITA FAVIAN HERNANDEZ Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MARGARITA FAVIAN HERNANDEZ Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,JORGE MARTINEZ HERNANDEZ  LOC.27,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,JORGE MARTINEZ HERNANDEZ  LOC.27,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERENCIA PERMITIDA,RODOLFO PATI�O ESCAMILLA Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERENCIA PERMITIDA,RODOLFO PATI�O ESCAMILLA Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MA. ANGELES VAZQUEZ SALINAS Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MA. ANGELES VAZQUEZ SALINAS Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MA. DE LOS ANGELES CIRILO P.,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MA. DE LOS ANGELES CIRILO P.,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CHILES,SE VERIFICO UNA BASCULA ELECTRONICA MARCA TORREY  SIN NUMERO DE SERIE. LA CUAL SE ENCUENTRA DENTRO DE LA TOLERANCIA Y CUMPLE CON LA NORMA,MOLES Y CHILES SECOS Y/O EVODIA AUREOLES CARDENAS,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CHILES,SE VERIFICO UNA BASCULA ELECTRONICA MARCA TORREY  SIN NUMERO DE SERIE. LA CUAL SE ENCUENTRA DENTRO DE LA TOLERANCIA Y CUMPLE CON LA NORMA,MOLES Y CHILES SECOS Y/O EVODIA AUREOLES CARDENAS,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,TORTILLERIA  BOLIVAR,TORTILLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,TORTILLERIA  BOLIVAR,TORTILLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,VENTA DE SEMILLAS SIN NOMBRE,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,VENTA DE SEMILLAS SIN NOMBRE,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUMPLE DENTRO DE LA TOLERANCIA PERMITIDA,CHILES SECOS SIN NOMBRE,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,CUMPLE DENTRO DE LA TOLERANCIA PERMITIDA,CHILES SECOS SIN NOMBRE,SEMILLAS Y CHILES SECOS,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,CARNICERIA   RODOLFO  RIOS MARTINEZ,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,CARNICERIA   RODOLFO  RIOS MARTINEZ,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,TOCINERIA SIN NOMBRE Y/O TRINIDAD CAMACHO ROBLES,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,TOCINERIA SIN NOMBRE Y/O TRINIDAD CAMACHO ROBLES,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA   MARIA FLORIDA  MATA RAMIREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA   MARIA FLORIDA  MATA RAMIREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA   SIN NOMBRE      RODOLFO   HIDALGO  PEREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA   SIN NOMBRE      RODOLFO   HIDALGO  PEREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA ESTHERCITA Y/O ESTHER CHAVEZ VARGAS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA ESTHERCITA Y/O ESTHER CHAVEZ VARGAS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,ELEODORO LEDEZMA CALLEJAS,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,ELEODORO LEDEZMA CALLEJAS,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,LEONARDO CABRERA HERNANDEZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,LEONARDO CABRERA HERNANDEZ,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MAURO LEDEZMA CALLEJAS LOC. 4,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,MAURO LEDEZMA CALLEJAS LOC. 4,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,RAMIRO CASTRO MURILLO Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,RAMIRO CASTRO MURILLO Y/O ABARROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,NALLELY PE�A IBARRA Y/O ABAROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,NALLELY PE�A IBARRA Y/O ABAROTES SIN NOMBRE,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,ABARROTES SIN NOMBRE Y/O SAMUEL RIVERA HUERTA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,ABARROTES SIN NOMBRE Y/O SAMUEL RIVERA HUERTA,ABARROTES,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA NORMA PERMITIDA,POLLERIA EL POLLITO VOLADOR   MANUEL GARCIA HERNANDEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA NORMA PERMITIDA,POLLERIA EL POLLITO VOLADOR   MANUEL GARCIA HERNANDEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA Y/O ARACELI  RAMOS  DONIS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA Y/O ARACELI  RAMOS  DONIS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA EL POLLITO VOLADOR Y/O MANUEL GARCIA HERNANDEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA EL POLLITO VOLADOR Y/O MANUEL GARCIA HERNANDEZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA SIN NOMBRE  Y/O FELIPE  FLORES NAPE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA SIN NOMBRE  Y/O FELIPE  FLORES NAPE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA ROBERTO GONZALEZ ALMAZAN,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA ROBERTO GONZALEZ ALMAZAN,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA NORMA PERMITIDA,POLLERIA MARIA ELENA  Y/O MARIA CITLALI ANDRADE GUTIERREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA NORMA PERMITIDA,POLLERIA MARIA ELENA  Y/O MARIA CITLALI ANDRADE GUTIERREZ,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA DURAN   Y/O DURAN MOYA MARIA CLARA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA DURAN   Y/O DURAN MOYA MARIA CLARA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA  TOLERANCIA PERMITIDA,POLLERIA  RANCHO GRANDE Y/O RODOLFO DURAND TERRY,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA  TOLERANCIA PERMITIDA,POLLERIA  RANCHO GRANDE Y/O RODOLFO DURAND TERRY,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA HUERTA HNOS.  Y/O  ALFREDO ANDRES HUERTA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA HUERTA HNOS.  Y/O  ALFREDO ANDRES HUERTA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA  TOLERANCIA PERMITIDA,CARLOS MOLINA HILARIO Y/O POLLERIA S/N,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA  TOLERANCIA PERMITIDA,CARLOS MOLINA HILARIO Y/O POLLERIA S/N,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,EL GAVILAN   POLLERO      ROGELIO   MERCADO  REYES,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,EL GAVILAN   POLLERO      ROGELIO   MERCADO  REYES,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  BELEM    Y/O     BELEM  RAMIREZ  CARDENAS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  BELEM    Y/O     BELEM  RAMIREZ  CARDENAS,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA     YOLA     GILBERTO  FUENTES   VERA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA     YOLA     GILBERTO  FUENTES   VERA,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA QUIQUE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA QUIQUE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
PRODUCTOS ALIMENTICIOS,ESTA DENTRO DE LA TOLERANCIA PERMITIDA,POLLERIA  SIN NOMBRE,POLLERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
CARNE,LA BASCULA CUMPLE CON LA NORMA,EL GRAN CAZADOR MEXICO,CARNICERIA,DISTRITO FEDERAL,NO SE DETECTO INCUMPLIMIENTO,VISITA CORRECTA
